Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Albuquerque,NM,625.0,586.8030139935414,2199.0,8.875762852539587,2286.094048809016,54514,92.9,90.6,61447,545389,853.0,F
Plymouth,IN,1698.0,466.73594172697716,1533.0,13.163170163170163,2287.6391760939923,42624,91.32358618512697,91.1,858,11294,18.0,T
Weston,WV,2288.0,383.0842727883735,21.0,155.78571428571428,2288.0963703480675,34742,90.69022788934083,90.1,28,4362,7.0,T
Covington,VA,1830.0,451.5443478831851,1374.0,14.487058823529411,2288.4003146302875,42164,93.37731763815115,98.1,425,6157,10.0,T
Gridley,CA,1458.0,492.09791436623357,1764.0,11.472759226713533,2288.5497591269454,54304,110.35202225950786,146.9,569,6528,10.0,T
Seattle,WA,219.0,693.2182985553773,2280.0,8.43481394842781,2290.493614922338,86375,124.6,112.8,73528,620195,970.0,F
Columbus,KS,2250.0,390.29082618548676,429.0,28.13274336283186,2290.5329074256933,35019,89.72539872960562,86.9,113,3179,5.0,T
Salina,KS,904.0,549.390227363303,2105.0,9.393945509586276,2290.9039700519966,50156,91.29394281495408,86.9,4955,46547,73.0,T
Jonesboro,AR,1261.0,512.1361502347418,1913.0,10.5267926886424,2291.2201989333107,43634,85.2,92.1,6401,67382,105.0,F
Montrose,CO,1635.0,472.55478765942155,1606.0,12.563965170797053,2291.8248187852405,45405,96.08409688301407,105.8,1493,18758,29.0,T
Melbourne,FL,670.0,580.3121852970796,2192.0,8.921851724533058,2292.1090724483424,57625,99.3,101.5,8727,77861,122.0,F
Crawfordsville,IN,1429.0,495.0141333848794,1793.0,11.306198655713219,2292.790875766911,45378,91.67010988091943,91.1,1339,15139,24.0,T
Bakersfield,CA,991.0,540.3401360544217,2069.0,9.608356144647745,2294.088490010793,55601,102.9,146.9,34705,333458,521.0,F
Price,UT,1115.0,528.554883876585,2006.0,9.97375,2295.0514155460655,50625,95.78002501594648,101.5,800,7979,12.0,T
Kansas City,KS,210.0,697.9584101859797,2287.0,8.405410142556672,2296.621213870498,64284,92.1029090871915,86.9,17116,143867,225.0,T
Killeen,TX,704.0,576.6139954853273,2187.0,8.948379088785046,2297.517138129768,51088,88.6,92.6,13696,122557,192.0,F
Hobbs,NM,263.0,677.1607753705815,2283.0,8.423741935483871,2298.0987794261587,59387,87.7,90.6,3875,32642,51.0,F
Centre,AL,1897.0,443.00313425985,1301.0,15.021367521367521,2300.26302843827,40028,90.3560198662635,88.6,234,3515,5.0,T
Bozeman,MT,1865.0,446.94333599361534,1347.0,14.735855855855856,2300.572537434975,56002,125.3,100.8,2775,40892,64.0,F
Oneida,NY,1389.0,499.01180979231276,1834.0,11.03781512605042,2300.6253497690577,54636,109.48839071111232,143.7,952,10508,16.0,T
Olympia,WA,399.0,627.141568981064,2267.0,8.521643028181986,2301.844912238876,69550,110.9,112.8,5429,46264,72.0,F
Bremerton,WA,361.0,637.0956521739131,2274.0,8.484561147580841,2302.4762756649634,73266,115.0,112.8,4113,34897,55.0,F
Avenal,CA,2295.0,380.95271029901323,208.0,40.3,2304.406431166169,41114,107.92415669579893,146.9,410,16523,26.0,T
Gonzales,TX,1264.0,512.0196065066698,1927.0,10.405292479108635,2304.5661196850047,47330,92.43786643819364,92.6,718,7471,12.0,T
Bayard,NM,2276.0,384.790509229653,363.0,31.064102564102566,2304.7657147744976,34953,90.83643998906204,90.6,78,2423,4.0,T
Huntsville,AL,165.0,722.2562979189486,2299.0,8.364445052689202,2304.913447398839,65942,91.3,88.6,21921,183357,287.0,F
Great Falls,MT,1246.0,513.3809001097695,1941.0,10.331381329658974,2306.5118686015903,46769,91.1,100.8,5806,59984,94.0,F
Salinas,CA,1626.0,473.54302241503973,1636.0,12.388731426608263,2306.5931587516684,65491,138.3,146.9,11643,144242,226.0,F
Ocean Shores,WA,1720.0,463.89812864875574,1538.0,13.109725685785536,2307.3456611439906,45558,98.20690618585058,112.8,401,5257,8.0,T
Hoopeston,IL,1556.0,482.1649431478554,1704.0,11.91991341991342,2307.542415644835,44024,91.30485454331358,90.5,462,5507,9.0,T
Wills Point,TX,2306.0,379.7769146390867,99.0,61.09375,2308.124130110857,34727,91.44052379540263,92.6,64,3910,6.0,T
Tularosa,NM,1841.0,450.0225500228975,1393.0,14.383177570093459,2308.620800391437,40962,91.02210544319573,90.6,214,3078,5.0,T
Mattoon,IL,1855.0,448.49435616188066,1377.0,14.462199312714777,2310.228127263626,40804,90.97996315760126,90.5,1164,16834,26.0,T
Decatur,AL,1040.0,535.9706546275395,2064.0,9.64444819439757,2311.210938014962,47487,88.6,88.6,5926,57153,89.0,F
Coldwater,MI,1596.0,477.86687871957895,1673.0,12.173144876325088,2312.17322015458,43744,91.54013795057301,91.4,849,10335,16.0,T
Kalkaska,MI,1874.0,445.84301845618364,1357.0,14.6875,2313.7253510302385,40679,91.24063474372389,91.4,144,2115,3.0,T
Redding,CA,1567.0,481.1775528978841,1705.0,11.916829618041977,2315.710258214529,52304,108.7,146.9,7671,91414,143.0,F
Pocahontas,AR,2307.0,379.56196198653515,206.0,40.43292682926829,2316.178965451504,34651,91.29207736898893,92.1,164,6631,10.0,T
Littleton,NH,2189.0,402.4867718557916,763.0,20.715254237288136,2318.1652227569975,39247,97.51127923792225,112.6,295,6111,10.0,T
Rio Hondo,TX,2061.0,422.1581934360314,1066.0,17.128,2320.361394265988,38620,91.48229407953441,92.6,125,2141,3.0,T
New Madrid,MO,2320.0,375.7649696903945,83.0,70.11904761904762,2321.484223508745,34207,91.03296677224678,91.2,42,2945,5.0,T
Bristol,VA,1772.0,457.5181346366005,1503.0,13.409193669932177,2323.573325720538,42749,93.43673346184379,98.1,1327,17794,28.0,T
Slidell,LA,378.0,631.559973947477,2293.0,8.390332326283987,2323.9477188611622,60844,96.33922748413443,92.8,3310,27772,43.0,T
Tyler,TX,675.0,579.8060344827586,2224.0,8.720170701968298,2324.177488919467,53806,92.8,92.6,11482,100125,157.0,F
Mount Pleasant,TX,1326.0,506.3558964790606,1909.0,10.557931034482758,2324.3401214108058,46756,92.33821571964948,92.6,1450,15309,24.0,T
Crystal City,TX,2313.0,378.6196408892487,236.0,38.11891891891892,2325.008602134624,34622,91.44269409448675,92.6,185,7052,11.0,T
Tuscaloosa,AL,833.0,557.4285714285714,2171.0,9.050189393939394,2325.3236333895547,50726,91.0,88.6,10560,95570,149.0,F
Stayton,OR,860.0,554.6006225732557,2161.0,9.09753086419753,2325.8376985507825,64641,116.55414251083309,127.5,810,7369,12.0,T
Rocky Mount,VA,1944.0,437.83029407197097,1278.0,15.238255033557047,2326.4608313917515,40833,93.26216242425618,98.1,298,4541,7.0,T
Burgaw,NC,2077.0,420.05710269708766,1050.0,17.223076923076924,2327.322281077548,38912,92.63502450061009,96.4,260,4478,7.0,T
Marlow,OK,1673.0,469.3837781385482,1618.0,12.470430107526882,2327.4133711053564,42449,90.43559231710455,88.2,372,4639,7.0,T
San Marcos,TX,1891.0,443.6472107353382,1358.0,14.665956880489752,2328.0990099220435,40637,91.59755548253041,92.6,3757,55100,86.0,T
Reedley,CA,2122.5,413.3866353871175,958.0,18.059712773998488,2328.68423149211,44780,108.32474048916845,146.9,1323,23893,37.0,T
Levelland,TX,1362.0,502.2856504257394,1889.0,10.689387402933564,2328.811928859864,46346,92.27020513271071,92.6,1159,12389,19.0,T
Hamburg,AR,2168.0,405.71135974780594,854.0,19.2992700729927,2330.1373350083895,37036,91.28657384161471,92.1,137,2644,4.0,T
Houma,LA,798.0,562.9032258064516,2190.0,8.931147540983607,2330.8590690987735,50605,89.9,92.8,3660,32688,51.0,F
Watseka,IL,1908.0,441.4975930954001,1341.0,14.776536312849162,2332.1117040141967,40147,90.93367807177358,90.5,358,5290,8.0,T
Roanoke,VA,707.0,576.0786397449522,2223.0,8.731233305701391,2332.7190143692833,54209,94.1,98.1,10857,94795,148.0,F
Mansfield,PA,2333.0,372.9294030842673,18.0,204.125,2333.069437457874,34983,93.80595820731043,100.5,16,3266,5.0,T
Parker,AZ,1551.0,482.47965815802587,1743.0,11.63076923076923,2333.163089027426,46625,96.63619846275256,107.0,260,3024,5.0,T
Gooding,ID,2314.0,378.38378433600246,302.0,33.819148936170215,2333.623791445399,35108,92.78410294883122,97.1,94,3179,5.0,T
Wynne,AR,1717.0,464.29342896721795,1581.0,12.736600306278714,2334.0201370168165,42536,91.61447771211793,92.1,653,8317,13.0,T
Houston,TX,238.0,686.0438413361169,2323.0,8.249246816375098,2335.1601658130435,65723,95.8,92.6,276493,2280859,3567.0,F
Flagstaff,AZ,878.0,552.5069124423964,2164.0,9.08569218870843,2335.3329527071724,59947,108.5,107.0,6465,58739,92.0,F
Farmville,NC,1398.0,497.75823487437145,1872.0,10.831018518518519,2336.404930657355,46509,93.43692729008963,96.4,432,4679,7.0,T
Lebanon,OR,1687.0,467.6312590197955,1617.0,12.487577639751553,2336.805083869855,48198,103.06838790252837,127.5,1288,16084,25.0,T
Hartshorne,OK,2009.0,429.75432000752545,1194.0,15.938931297709924,2337.03166431266,38750,90.16779633377844,88.2,131,2088,3.0,T
Conway,AR,1385.0,499.5876663442497,1883.0,10.721766451387676,2337.501657753423,45994,92.06392210713028,92.1,5729,61425,96.0,T
Riverton,WY,933.0,545.9731947875065,2145.0,9.180795847750865,2339.1267601393474,51054,93.51008527052375,93.6,1156,10613,17.0,T
Dillon,MT,2322.0,374.8310481416488,286.0,34.83606557377049,2339.546964692096,35194,93.89296904428305,100.8,122,4250,7.0,T
Greenfield,MA,1791.0,454.7457627118644,1506.0,13.382687927107062,2340.0249998664544,48294,106.2,132.5,1317,17625,28.0,F
Ogden,UT,120.0,749.6492985971944,2339.0,8.15941883767535,2342.0762156684823,74815,99.8,101.5,9980,81431,127.0,F
Gulfport,MS,922.0,546.6705069124424,2153.0,9.117434972959053,2342.112934937169,47451,86.8,85.1,7766,70806,111.0,F
Sidney,OH,784.0,565.2354222460311,2208.0,8.811832740213523,2343.057831125813,53016,93.79454633139326,92.9,2248,19809,31.0,T
New Boston,TX,1381.0,500.1032180110355,1893.0,10.659955257270694,2343.2050699842725,46127,92.23495938188933,92.6,447,4765,7.0,T
Tullahoma,TN,1274.0,510.8793686583991,1968.0,10.156164383561643,2344.3762496664226,45315,88.7,90.0,1825,18535,29.0,F
Victoria,TX,583.0,594.2011173184358,2271.0,8.500067231410515,2344.6385648965174,53181,89.5,92.6,7437,63215,99.0,F
Maryville,MO,2287.0,383.4103013859062,518.0,25.67142857142857,2344.9292100189296,34897,91.01737713842964,91.2,420,10782,17.0,T
Hattiesburg,MS,1455.0,492.5900116144019,1839.0,11.02217659137577,2344.983155589822,42412,86.1,85.1,4870,53678,84.0,F
Mount Carmel,PA,2285.5,383.41971701585504,525.0,25.517391304347825,2345.0235073448625,35964,93.79799317548614,100.5,230,5869,9.0,T
Kokomo,IN,853.0,555.2414605418138,2185.0,8.967614533965245,2345.5988574349194,47140,84.9,91.1,5064,45412,71.0,F
Albany,NY,289.0,666.5534465534466,2328.0,8.230912642045455,2345.869774731752,66722,100.1,143.7,11264,92713,145.0,F
Winchester,KY,920.0,547.1672564679172,2158.0,9.105434782608695,2345.924977487558,51239,93.64412689962262,93.9,1840,16754,26.0,T
Devils Lake,ND,1343.0,503.7447766795087,1929.0,10.401503759398496,2350.4659112609993,47353,94.00196725042534,97.8,665,6917,11.0,T
Fayette,AL,2201.0,399.7759512102836,826.0,19.647058823529413,2350.888555418993,36071,90.22803870717706,88.6,238,4676,7.0,T
Lebanon,TN,769.0,566.9870368103166,2222.0,8.738324175824175,2351.3070833049433,52629,92.82222799320691,90.0,2912,25446,40.0,T
Nashville,TN,294.0,664.9250749250749,2333.0,8.206833191308053,2351.451679282396,66559,100.1,90.0,75104,616366,964.0,F
Modesto,CA,1058.0,534.0338379341051,2100.0,9.431492274956055,2351.4599720173846,59972,112.3,146.9,21618,203890,319.0,F
Newport,OR,1604.0,476.7337385633059,1721.0,11.80047789725209,2352.5851738034908,49235,103.27567784142057,127.5,837,9877,15.0,T
Winchester,TN,1035.0,536.7016309817706,2114.0,9.373222748815166,2353.767405671172,49410,92.06232503824504,90.0,844,7911,12.0,T
Curwensville,PA,2319.0,376.00452074125207,405.0,29.289156626506024,2354.0998279597234,35270,93.8020636838861,100.5,83,2431,4.0,T
Lancaster,PA,322.0,653.1959798994975,2332.0,8.208831782602275,2354.12574005723,64993,99.5,100.5,6771,55582,87.0,F
Mount Pleasant,MI,2262.0,386.7972350230415,654.0,22.776349614395887,2354.646470279562,33574,86.8,91.4,1167,26580,42.0,F
Soldotna,AK,678.0,579.1965781614582,2255.0,8.589219330855018,2354.720577903034,67296,116.18853173065605,125.7,538,4621,7.0,T
Claremont,NH,1876.0,445.65004887585536,1424.0,14.130386740331492,2355.2392659770258,45590,102.3,112.6,905,12788,20.0,F
Winters,TX,2340.0,371.94994978426354,273.0,35.68571428571428,2355.8711764440773,34018,91.45854171974197,92.6,70,2498,4.0,T
Dyer,TN,2337.0,372.15750716420047,298.0,34.22857142857143,2355.922961389018,33750,90.6874088263631,90.0,70,2396,4.0,T
Corpus Christi,TX,506.0,608.2422293676314,2301.0,8.348837209302326,2355.97898971956,56749,93.3,92.6,34443,287559,450.0,F
Port Arthur,TX,829.0,558.100587756598,2207.0,8.81900593935605,2357.5601795076195,52174,93.48494007097234,92.6,6398,56424,88.0,T
Aspen,CO,92.0,764.6455664503698,2357.0,8.048192771084338,2358.7948193940056,84388,110.36224324394524,105.8,747,6012,9.0,T
Maquoketa,IA,1498.0,487.98251589732956,1823.0,11.133843212237094,2359.5196545059757,44560,91.31474704182911,90.3,523,5823,9.0,T
Connellsville,PA,1732.5,462.1748726176441,1602.0,12.595454545454546,2359.6525697653033,43559,94.24787581655534,100.5,660,8313,13.0,T
Mountain Home,AR,1996.0,431.61263851067577,1259.0,15.435897435897436,2359.893429797202,39437,91.37128174949062,92.1,819,12642,20.0,T
Llano,TX,2195.0,400.9014117316014,870.0,19.096969696969698,2361.1279084369826,36655,91.43145653111362,92.6,165,3151,5.0,T
Wise,VA,2128.5,412.5138022151182,1027.0,17.392473118279568,2363.311500839447,38415,93.12415680086093,98.1,186,3235,5.0,T
McAlester,OK,1585.0,479.25666595162033,1754.0,11.513563501849568,2364.051818383007,43391,90.53812514812304,88.2,1622,18675,29.0,T
Warden,WA,2212.0,398.0771247748599,837.0,19.49264705882353,2365.0608871654867,38833,97.55144815709454,112.8,136,2651,4.0,T
Checotah,OK,2169.0,405.6354625233164,944.0,18.208333333333332,2365.5225638323554,36552,90.11046463399128,88.2,192,3496,5.0,T
Kalamazoo,MI,597.0,591.545352743561,2289.0,8.398666042593026,2365.5718124800187,52825,89.3,91.4,8546,71775,112.0,F
Dothan,AL,1193.0,519.6639629200464,2043.0,9.74541866365943,2365.81867437046,44847,86.3,88.6,7094,69134,108.0,F
Newburgh,NY,565.5,596.417180297474,2298.0,8.379289584587598,2366.557468138055,77792,130.43219171050674,143.7,3322,27836,44.0,T
Austin,TX,159.0,727.2232645403377,2363.0,8.014876099603438,2368.3433028173936,77522,106.6,92.6,99354,796310,1245.0,F
York,PA,348.0,640.5741127348643,2344.0,8.131742530579507,2369.6919631040655,61367,95.8,100.5,4987,40553,63.0,F
Shelbyville,TN,1800.0,453.9265704350732,1542.0,13.041296060991105,2370.182271471964,41246,90.86491667686937,90.0,1574,20527,32.0,T
Anadarko,OK,1737.0,461.90174251248084,1614.0,12.494163424124514,2371.110499323049,41741,90.36770412025916,88.2,514,6422,10.0,T
Beeville,TX,2056.0,422.60922077145676,1182.0,16.091849935316947,2371.5522342971913,38662,91.48404270362113,92.6,773,12439,19.0,T
New Lexington,OH,2356.0,370.2801289684148,277.0,35.4609375,2372.227855835101,33900,91.55230688301856,92.9,128,4539,7.0,T
Martinsville,VA,1978.0,433.0470588235294,1313.0,14.946830265848671,2374.1215217423055,36809,85.0,98.1,978,14618,23.0,F
Rogersville,MO,1747.0,460.65072579899106,1609.0,12.542307692307693,2375.055788818444,42056,91.29693636551764,91.2,260,3261,5.0,T
Trenton,GA,2344.0,371.5653281876459,385.0,30.194805194805195,2375.4075439806115,33675,90.63009232926501,89.8,77,2325,4.0,T
Vernon,TX,1762.0,459.2292139877382,1595.0,12.631205673758865,2376.6928703557805,42122,91.72325870610813,92.6,846,10686,17.0,T
East Tawas,MI,1605.0,476.55937207308875,1756.0,11.502164502164502,2378.9831861532775,43617,91.52479744603694,91.4,231,2657,4.0,T
Halls,TN,2060.0,422.2314761605525,1191.0,16.007462686567163,2379.5127652525844,38292,90.68959128343042,90.0,134,2145,3.0,T
Ketchikan,AK,776.0,566.2816070411187,2250.0,8.60644418872267,2380.0579824869815,65521,115.70391689455384,125.7,869,7479,12.0,T
Glasgow,KY,2281.0,384.2655987948517,680.0,22.15870570107858,2380.201882194029,35284,91.82190680263602,93.9,649,14381,22.0,T
Uvalde,TX,1835.0,450.73535580883157,1518.0,13.288273615635179,2381.5014171736284,41310,91.6502321542325,92.6,1228,16318,26.0,T
Macon,MO,2098.0,416.8040077334107,1127.0,16.50925925925926,2381.540047952165,37945,91.03799218809277,91.2,324,5349,8.0,T
Beebe,AR,1290.0,509.35856514134895,2002.0,10.00418410041841,2381.6179374534445,46976,92.22579772849011,92.1,717,7173,11.0,T
Flemingsburg,KY,2366.0,368.2111045463086,284.0,34.921052631578945,2382.9838438394836,33822,91.8549157871645,93.9,76,2654,4.0,T
Olean,NY,1499.0,487.85393258426967,1854.0,10.943606036536934,2384.1805720205,43419,89.0,143.7,1259,13778,22.0,F
Clarion,PA,2350.0,371.11634456899264,409.0,29.084269662921347,2385.3261831456093,34814,93.8088567358366,100.5,178,5177,8.0,T
Marinette,WI,1643.0,471.69745958429564,1730.0,11.732505643340858,2385.8644135826326,40849,86.6,95.5,886,10395,16.0,F
South Haven,MI,1169.0,522.6446191638498,2080.0,9.573033707865168,2385.992665537763,48209,92.24049809816641,91.4,534,5112,8.0,T
Henderson,TX,1272.0,511.05552207690556,2020.0,9.891341256366724,2387.128819314115,47232,92.42048654136713,92.6,1178,11652,18.0,T
Scottsville,KY,2388.0,364.17296569225505,2.5,inf,2388.001308626107,33456,91.86843382622763,93.9,0,4558,7.0,T
Wichita Falls,TX,846.0,556.196032672112,2234.0,8.695156695156696,2388.8223039816085,47666,85.7,92.6,11583,100716,158.0,F
Lapeer,MI,1707.0,465.2559595380294,1675.0,12.15625,2391.542180267787,42526,91.40345035499536,91.4,736,8947,14.0,T
Mineola,TX,2190.0,402.28403995634716,965.0,18.0,2393.183026849388,36782,91.43290895654549,92.6,293,5274,8.0,T
Lorain,OH,1305.5,508.31271767247995,2008.0,9.960578559273964,2395.0770864421047,47004,92.47063542936179,92.9,7052,70242,110.0,T
Binghamton,NY,1101.0,530.0214362272241,2128.0,9.274659863945578,2395.9517941728295,49451,93.3,143.7,4704,43628,68.0,F
Batavia,NY,1847.0,449.64293620292295,1527.0,13.242208370436332,2396.4845086083906,48561,107.99902787327346,143.7,1123,14871,23.0,T
Anna,TX,21.0,856.5333327215782,2398.0,7.8392156862745095,2398.0919498634744,89922,104.98365511856821,92.6,255,1999,3.0,T
Wadena,MN,2125.0,413.27298385125175,1117.0,16.610169491525422,2400.690317387897,38676,93.58463173561945,99.6,236,3920,6.0,T
Milwaukee,WI,359.0,637.2814498933902,2374.0,7.936512718413538,2400.990837133703,59777,93.8,95.5,76346,605921,948.0,F
Farmington,ME,2102.0,415.9913896076173,1162.0,16.208955223880597,2401.8009909232696,40380,97.06931683871707,110.9,469,7602,12.0,T
Clifton Forge,VA,2248.0,391.03222153261584,847.0,19.34158415841584,2402.2724658123193,36397,93.07928604283609,98.1,202,3907,6.0,T
Ashland City,TN,1145.0,525.338802141703,2112.0,9.376494023904382,2402.4089993171438,48240,91.82645523866694,90.0,502,4707,7.0,T
Montgomery,AL,764.0,567.2429378531074,2278.0,8.44090382387022,2402.702644939652,50201,88.5,88.6,24164,203966,319.0,F
Utica,NY,1065.0,533.5600425079703,2157.0,9.1065965583174,2405.5922347729675,50208,94.1,143.7,6276,57153,89.0,F
Harrisburg,PA,259.0,679.4467640918581,2395.0,7.842357213601849,2408.963677600806,65091,95.8,100.5,6058,47509,74.0,F
Greensboro,NC,734.0,571.1868131868132,2295.0,8.389166095946255,2409.5188316342333,51978,91.0,96.4,30663,257237,402.0,F
Staples,MN,1736.0,461.99338358497704,1671.0,12.179591836734694,2409.5512030251607,43409,93.9602200861726,99.6,245,2984,5.0,T
Palacios,TX,2107.0,415.1058086866295,1173.0,16.14516129032258,2411.5094857785652,37965,91.45860936063275,92.6,310,5005,8.0,T
Kilgore,TX,668.0,580.7849662949395,2319.0,8.2684246112238,2413.2933928554976,54696,94.17599141542479,92.6,1479,12229,19.0,T
New Bedford,MA,1178.0,521.0941178412817,2107.0,9.386508850947942,2413.945525483125,55426,106.36466254812345,132.5,9547,89613,140.0,T
Bad Axe,MI,1962.0,435.7205731813398,1410.0,14.21256038647343,2416.1009912667146,39728,91.17770067622182,91.4,207,2942,5.0,T
Redmond,OR,930.0,546.136397404398,2232.0,8.702185792349727,2418.0,63497,116.2658271848934,127.5,2928,25480,40.0,T
Iowa,LA,1577.0,479.68155421864844,1833.0,11.067226890756302,2418.01943747357,44135,92.00895805112069,92.8,238,2634,4.0,T
Pensacola,FL,1057.0,534.0653728294177,2176.0,9.011796427367711,2419.137242902932,52285,97.9,101.5,5934,53476,84.0,F
Tomah,WI,1108.0,529.2881263678104,2151.0,9.145790554414784,2419.6001735824043,49625,93.75800727015522,95.5,974,8908,14.0,T
Church Point,LA,2336.0,372.5127854987927,633.0,23.08910891089109,2420.2448223268652,34091,91.51632192799055,92.8,202,4664,7.0,T
